Bronx Rolling Sales File.  All Sales From May 2015 - April 2016.,,,,,,,,,,,,,,,,,,,,
Sales File as of 4/30/2016  Co-op Sales Files as of 4/30/2016,,,,,,,,,,,,,,,,,,,,
"Neighborhood Name 5/1/2016, Descriptive Data is as of 5/1/2016",,,,,,,,,,,,,,,,,,,,
Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5434,122, ,B1,732 HOLLYWOOD AVENUE                     ,            ,10465,2,0,2,2300,1840,1960,1,B1," $225,000 ",7/17/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5434,122, ,B1,732 HOLLYWOOD AVENUE                     ,            ,10465,2,0,2,2300,1840,1960,1,B1, $-   ,7/17/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5435,53, ,B9,625 EDISON AVE                           ,            ,10465,2,0,2,1708,1760,1920,1,B9, $-   ,3/25/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5435,107, ,S2,3801 EAST TREMONT AVE.                   ,            ,10465,2,1,3,2450,3600,2006,1,S2, $-   ,9/25/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5435,108, ,S2,3799 EAST TREMONT AVENUE                 ,            ,10465,2,1,3,2313,3600,2006,1,S2, $-   ,9/25/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5436,157, ,B1,633 LOGAN AVENUE                         ,            ,10465,2,0,2,3000,3076,2004,1,B1," $625,000 ",7/27/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5436,158, ,B1,631 LOGAN AVENUE                         ,            ,10465,2,0,2,2100,3028,2004,1,B1," $680,000 ",7/6/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5437,60, ,B2,635 HOLLYWOOD AVENUE                     ,            ,10465,2,0,2,3248,2570,1960,1,B2, $-   ,12/9/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5437,61, ,B2,633 HOLLYWOOD AVENUE                     ,            ,10465,2,0,2,3248,2570,1960,1,B2," $520,500 ",9/28/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5439,42, ,B3,533 EDISON AVENUE                        ,            ,10465,2,0,2,4650,1322,1935,1,B3," $400,000 ",12/9/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5441,11, ,B2,518 LOGAN AVENUE                         ,            ,10465,2,0,2,5000,2259,1950,1,B2, $-   ,2/17/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5441,11, ,B2,518 LOGAN AVE                            ,            ,10465,2,0,2,5000,2259,1950,1,B2, $-   ,7/10/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5441,30, ,B1,558 LOGAN AVENUE                         ,            ,10465,2,0,2,3300,3419,1960,1,B1," $625,000 ",6/25/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5441,37, ,B3,3010 SCHLEY AVENUE                       ,            ,10465,2,0,2,2301,2340,1930,1,B3," $464,400 ",2/5/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5441,55, ,B1,543 HOLLYWOOD AVENUE                     ,            ,10465,2,0,2,2800,2750,1960,1,B1, $-   ,4/17/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5441,64, ,B1,519 HOLLYWOOD AVENUE                     ,            ,10465,2,0,2,1800,1980,1960,1,B1, $-   ,2/17/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5441,64, ,B1,519 HOLLYWOOD AVENUE                     ,            ,10465,2,0,2,1800,1980,1960,1,B1, $-   ,7/10/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5441,72, ,B1,503 HOLLYWOOD AVENUE                     ,            ,10465,2,0,2,1800,1980,1960,1,B1," $415,000 ",3/14/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5441,72, ,B1,503 HOLLYWOOD AVENUE                     ,            ,10465,2,0,2,1800,1980,1960,1,B1, $-   ,11/19/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5448,14, ,B1,281 LOGAN AVE                            ,            ,10465,2,0,2,3013,1600,1925,1,B1, $-   ,4/1/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5448,15, ,B1,277 LOGAN AVE                            ,            ,10465,2,0,2,3013,1600,1925,1,B1, $-   ,4/1/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5448,21, ,B1,263 LOGAN AVENUE                         ,            ,10465,2,0,2,2692,1600,1925,1,B1," $475,000 ",6/23/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5448,28, ,B1,2909 LAWTON AVE                          ,            ,10465,2,0,2,2700,1600,1925,1,B1," $555,000 ",2/26/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5448,33, ,B1,4185 EAST TREMONT AVENUE                 ,            ,10465,2,0,2,2700,1912,1955,1,B1," $370,000 ",10/21/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5448,43, ,B1,4167 EAST TREMONT AVENUE                 ,            ,10465,2,0,2,3450,1912,1955,1,B1," $487,000 ",11/9/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5448,45, ,B1,4163 EAST TREMONT AVENUE                 ,            ,10465,2,0,2,3625,2084,1955,1,B1, $-   ,1/5/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5449,24, ,B1,255 HOLLYWOOD AVE                        ,            ,10465,2,0,2,2638,1600,1930,1,B1," $255,900 ",11/19/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5450,57, ,B1,270 HOLLYWOOD AVENUE                     ,            ,10465,2,0,2,3075,1600,1925,1,B1," $80,000 ",10/20/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5450,57, ,B1,270 HOLLYWOOD AVENUE                     ,            ,10465,2,0,2,3075,1600,1925,1,B1, $-   ,10/20/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5451,4, ,B1,2978 LAWTON AVENUE                       ,            ,10465,2,0,2,2269,1600,1925,1,B1, $-   ,3/8/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5451,9, ,B1,2990 LAWTON AVENUE                       ,            ,10465,2,0,2,2460,1600,1925,1,B1," $490,000 ",7/13/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5451,46, ,B1,2979 HARDING AVE                         ,            ,10465,2,0,2,2358,1600,1925,1,B1," $490,000 ",9/2/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5453,5, ,B1,2920 LAWTON AVENUE                       ,            ,10465,2,0,2,3248,2970,1965,1,B1," $605,000 ",8/26/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5453,59, ,B1,2933 HARDING AVE                         ,            ,10465,2,0,2,2856,2829,1960,1,B1, $-   ,9/25/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5453,65, ,B1,2923 HARDING AVE                         ,            ,10465,2,0,2,1790,1800,1960,1,B1, $-   ,9/25/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5453,70, ,B1,2907 HARDING AVENUE                      ,            ,10465,2,0,2,1937,1800,1960,1,B1," $487,000 ",6/16/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5488,14, ,B3,545 VINCENT AVENUE                       ,            ,10465,2,0,2,2500,1375,1935,1,B3," $350,800 ",10/28/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5501,11, ,B1,209 MEAGHER AVENUE                       ,            ,10465,2,0,2,1800,1998,1960,1,B1," $350,000 ",2/29/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5501,37, ,B1,188 KEARNEY AVENUE                       ,            ,10465,2,0,2,1800,1728,1950,1,B1," $520,000 ",2/23/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5502,54, ,B3,170 MEAGHER AVENUE                       ,            ,10465,2,0,2,2500,1764,1957,1,B3," $477,000 ",4/15/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5504,18, ,B1,135 MEAGHER AVENUE                       ,            ,10465,2,0,2,2500,1536,1950,1,B1," $395,000 ",5/28/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5517,36, ,B1,3159 MILES AVENUE                        ,            ,10465,2,0,2,4692,2706,2008,1,B1, $-   ,8/31/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5518,125, ,B1,4173 THROGS NECK EXP                     ,            ,10465,2,0,2,2430,1404,1970,1,B1, $-   ,8/18/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5518,321, ,B1,474 PENNYFIELD AVENUE                    ,            ,10465,2,0,2,3003,2866,2008,1,B1," $665,000 ",9/25/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5519,77, ,B2,218 BLAIR AVENUE                         ,            ,10465,2,0,2,4483,2124,1951,1,B2, $-   ,9/16/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5519,103, ,B1,3183 WISSMAN AVENUE                      ,            ,10465,2,0,2,8560,3388,2003,1,B1," $995,000 ",5/8/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5519,103, ,B1,3183 WISSMAN AVENUE                      ,            ,10465,2,0,2,8560,3388,2003,1,B1, $-   ,5/7/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5519,125, ,B1,258A LONGSTREET AVENUE                   ,            ,10465,2,0,2,3546,2058,2006,1,B1, $-   ,5/8/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5519,126, ,B1,258 LONGSTREET AVENUE                    ,            ,10465,2,0,2,6452,3360,1955,1,B1, $-   ,5/8/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5519,127, ,B1,3186 WISSMAN AVENUE                      ,            ,10465,2,0,2,4322,3600,2006,1,B1, $-   ,5/8/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5519,129, ,B1,3184 WISSMAN AVENUE                      ,            ,10465,2,0,2,4470,3600,2006,1,B1, $-   ,5/8/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5520,183, ,B1,4248 THROGS NECK EXPRESSW                ,            ,10465,2,0,2,2673,2592,1970,1,B1," $550,000 ",5/7/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5520,190, ,B1,3113 HARDING AVE                         ,            ,10465,2,0,2,3143,3168,1970,1,B1," $630,000 ",3/14/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5520,190, ,B1,3113 HARDING AVE                         ,            ,10465,2,0,2,3143,3168,1970,1,B1, $-   ,12/11/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5523,149, ,B1,3193 HATTING PLACE                       ,            ,10465,2,0,2,4085,3181,1975,1,B1, $-   ,9/24/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5523,149, ,B1,3193 HATTING PLACE                       ,            ,10465,2,0,2,4085,3181,1975,1,B1, $-   ,9/24/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5526,117, ,B3,4386 LOCUST POINT DRIVE                  ,            ,10465,2,0,2,2500,1512,1935,1,B3," $325,000 ",3/29/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5532,43, ,B2,2861 BARKLEY AVENUE                      ,            ,10465,2,0,2,5000,1902,1930,1,B2," $375,000 ",10/15/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5533,52, ,B1,1010 QUINCY AVENUE                       ,            ,10465,2,0,2,2893,2652,2004,1,B1, $10 ,3/12/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5533,123, ,B1,928 QUINCY AVENUE                        ,            ,10465,2,0,2,2500,1494,1935,1,B1," $455,000 ",5/15/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5534,29, ,B1,1015 QUINCY AVE                          ,            ,10465,2,0,2,2400,2215,1940,1,B1," $512,000 ",12/1/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5534,81, ,B1,937 QUINCY AVENUE                        ,            ,10465,2,0,2,3400,3102,1960,1,B1," $552,000 ",7/23/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5537,75, ,B3,951 HUNTINGTON AVE                       ,            ,10465,2,0,2,3200,1820,1950,1,B3, $-   ,11/4/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5537,104, ,B3,936 BALCOM AVENUE                        ,            ,10465,2,0,2,2950,2020,1945,1,B3," $307,242 ",10/9/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5543,168, ,B1,2881 RANDALL AVENUE                      ,            ,10465,2,0,2,2442,1600,1910,1,B1," $430,000 ",9/21/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5543,169, ,B1,2879 RANDALL AVE                         ,            ,10465,2,0,2,2442,1636,1910,1,B1," $475,500 ",7/23/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5543,174, ,B1,2867 RANDALL AVENUE                      ,            ,10465,2,0,2,2500,1600,1910,1,B1," $80,000 ",4/14/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5544,14, ,B1,861 REVERE AVENUE                        ,            ,10465,2,0,2,2900,2950,1960,1,B1," $570,000 ",6/3/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5544,121, ,B1,712 CALHOUN AVENUE                       ,            ,10465,2,0,2,2500,1600,1935,1,B1," $490,000 ",7/22/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5544,130, ,B1,736 CALHOUN AVENUE                       ,            ,10465,2,0,2,2442,1600,1935,1,B1, $-   ,6/9/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5545,46, ,B3,824 QUINCY AVENUE                        ,            ,10465,2,0,2,3325,2212,1950,1,B3," $191,856 ",2/29/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5545,48, ,B1,826 QUINCY AVENUE                        ,            ,10465,2,0,2,2500,2039,1950,1,B1," $490,000 ",8/27/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5545,80, ,B3,2826 PHILIP AVENUE                       ,            ,10465,2,0,2,2000,1487,1955,1,B3," $404,000 ",1/13/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5545,104, ,B1,733 CALHOUN AVENUE                       ,            ,10465,2,0,2,2500,1600,1935,1,B1, $-   ,11/6/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5545,136, ,B1,740 QUINCY AVENUE                        ,            ,10465,2,0,2,2442,1600,1935,1,B1, $-   ,5/19/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5546,41, ,B3,2805 PHILIP AVENUE                       ,            ,10465,2,0,2,2000,1498,1945,1,B3," $365,000 ",7/22/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5547,35, ,B1,2783 PHILIP AVENUE                       ,            ,10465,2,0,2,2800,2000,1970,1,B1, $-   ,7/16/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5562,190, ,B1,2840 RANDALL AVENUE                      ,            ,10465,2,0,2,2500,1600,1925,1,B1," $580,500 ",6/25/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5576,76, ,B1,456 REVERE AVENUE                        ,            ,10465,2,0,2,2617,2160,1935,1,B1," $80,000 ",8/6/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5577,61, ,B1,432 CALHOUN AVE                          ,            ,10465,2,0,2,3488,2900,2006,1,B1, $-   ,1/27/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5577,79, ,B1,2858 SAMPSON AVE                         ,            ,10465,2,0,2,2500,1617,2006,1,B1," $340,000 ",3/28/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5578,21, ,B3,435 CALHOUN AVENUE                       ,            ,10465,2,0,2,5088,1700,1925,1,B3," $277,000 ",12/15/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5578,104, ,B1,311 CALHOUN AVENUE                       ,            ,10465,2,0,2,6177,1856,1920,1,B1," $550,000 ",2/9/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5578,104, ,B1,311 CALHOUN AVENUE                       ,            ,10465,2,0,2,6177,1856,1920,1,B1, $-   ,2/9/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5579,98, ,B1,327 QUINCY AVE                           ,            ,10465,2,0,2,1900,2282,2004,1,B1, $-   ,1/15/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5579,98, ,B1,327 QUINCY AVENUE                        ,            ,10465,2,0,2,1900,2282,2004,1,B1," $495,000 ",7/23/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5580,84, ,B1,2784 SAMPSON AVENUE                      ,            ,10465,2,0,2,3000,2664,1975,1,B1," $560,000 ",4/5/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5581,83, ,B1,375 BRINSMADE AVENUE                     ,            ,10465,2,0,2,2542,1450,1983,1,B1, $-   ,2/25/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5581,118, ,B1,322 HUNTINGTON AVENUE                    ,            ,10465,2,0,2,3217,2392,2000,1,B1, $-   ,10/5/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5581,119, ,B1,324 HUNTINGTON AVENUE                    ,            ,10465,2,0,2,3100,2392,2000,1,B1, $10 ,10/30/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5581,120, ,B1,326 HUNTINGTON AVENUE                    ,            ,10465,2,0,2,2300,2392,2000,1,B1," $442,000 ",5/13/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5582,95, ,B1,355 HUNTINGTON AVENUE                    ,            ,10465,2,0,2,2200,2288,2000,1,B1," $640,000 ",12/17/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5589,152, ,B2,176 REVERE AVENUE                        ,            ,10465,2,0,2,3521,1584,1955,1,B2," $193,000 ",11/13/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5589,222, ,B1,4188 EAST TREMONT AVENUE                 ,            ,10465,2,0,2,2727,2072,1950,1,B1, $-   ,7/8/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5590,25, ,B1,2857 LAWTON AVENUE                       ,            ,10465,2,0,2,2533,1600,1930,1,B1, $-   ,12/30/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5591,65, ,B1,2837 LAWTON AVE                          ,            ,10465,2,0,2,2442,1600,1925,1,B1," $507,150 ",9/25/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5592,83, ,B1,2814 HARDING AVE                         ,            ,10465,2,0,2,2609,2592,1960,1,B1, $-   ,2/27/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5592,129, ,B3,2825 SCHURZ AVENUE                       ,            ,10465,2,0,2,2379,2014,1960,1,B3," $280,000 ",2/29/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5593,21, ,B1,273 SWINTON AVENUE                       ,            ,10465,2,0,2,1233,1914,1920,1,B1, $-   ,11/5/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5593,49, ,B1,228 BRINSMADE AVENUE                     ,            ,10465,2,0,2,2675,1804,1950,1,B1, $-   ,5/6/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5593,92, ,B1,187 SWINTON AVENUE                       ,            ,10465,2,0,2,2700,2838,1950,1,B1," $420,000 ",11/13/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5596,56, ,B1,275 BALCOM AVE                           ,            ,10465,2,0,2,1800,1998,1955,1,B1," $400,000 ",8/27/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5596,59, ,B1,269 BALCOM AVENUE                        ,            ,10465,2,0,2,3150,1998,1955,1,B1," $450,000 ",9/11/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5598,31, ,B1,266 DAVIS AVENUE                         ,            ,10465,2,0,2,2500,2427,2009,1,B1, $-   ,5/14/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5598,74, ,B3,243 BUTTRICK AVENUE                      ,            ,10465,2,0,2,2500,2214,1930,1,B3," $245,000 ",6/1/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5598,75, ,B1,241 BUTTRICK AVENUE                      ,            ,10465,2,0,2,2850,2002,2006,1,B1," $411,600 ",7/9/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5599,33, ,B1,268 ROBINSON AVENUE                      ,            ,10465,2,0,2,2000,2914,1997,1,B1," $580,000 ",11/13/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5600,24, ,B1,254 HOSMER AVENUE                        ,            ,10465,2,0,2,2300,2875,1999,1,B1," $603,000 ",12/28/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5600,29, ,B1,264 HOSMER AVENUE                        ,            ,10465,2,0,2,2300,2875,1999,1,B1," $640,000 ",1/29/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5600,30, ,B1,266 HOSMER AVE                           ,            ,10465,2,0,2,3100,2875,1999,1,B1, $-   ,6/23/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5600,47, ,B1,2612 MILES                               ,            ,10465,2,0,2,2250,3645,2000,1,B1, $-   ,12/18/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5600,68, ,B1,245 ROBINSON                             ,            ,10465,2,0,2,2217,2640,1965,1,B1," $565,000 ",3/18/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5600,68, ,B1,245 ROBINSON AVENUE                      ,            ,10465,2,0,2,2217,2640,1965,1,B1," $315,000 ",8/6/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5606,155, ,B1,2706 HARDING AVENUE                      ,            ,10465,2,0,2,2805,2785,1965,1,B1, $-   ,5/30/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5606,164, ,B1,199 BALCOM AVENUE                        ,            ,10465,2,0,2,2100,1836,1960,1,B1," $455,000 ",11/4/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5606,164, ,B1,199 BALCOM AVENUE                        ,            ,10465,2,0,2,2100,1836,1960,1,B1," $462,000 ",6/25/15
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5606,172, ,B1,2717 SCHURZ AVENUE                       ,            ,10465,2,0,2,3000,3164,1965,1,B1," $580,000 ",4/4/16
2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5607,32, ,B3,196 EMERSON AVENUE                       ,            ,10465,2,0,2,2500,2489,1930,1,B3," $420,000 ",12/1/15
2,THROGS NECK              ,03  THREE FAMILY DWELLINGS                  ,1,5431,58, ,C0,2919 RANDALL AVENUE                      ,            ,10465,3,0,3,4375,1566,1915,1,C0," $499,000 ",12/30/15
2,THROGS NECK              ,03  THREE FAMILY DWELLINGS                  ,1,5433,41, ,C0,741 HOLLYWOOD AVENUE                     ,            ,10465,3,0,3,2595,3355,1985,1,C0, $-   ,6/16/15
2,THROGS NECK              ,03  THREE FAMILY DWELLINGS                  ,1,5441,41, ,C0,3020 SCHLEY AVENUE                       ,            ,10465,3,0,3,3096,2898,1930,1,C0," $400,000 ",2/3/16
2,THROGS NECK              ,03  THREE FAMILY DWELLINGS                  ,1,5441,42, ,C0,569 HOLLYWOOD AVENUE                     ,            ,10465,3,0,3,5000,3537,1986,1,C0, $-   ,8/31/15
2,THROGS NECK              ,03  THREE FAMILY DWELLINGS                  ,1,5441,42, ,C0,569 HOLLYWOOD AVENUE                     ,            ,10465,3,0,3,5000,3537,1986,1,C0," $600,000 ",6/29/15
2,THROGS NECK              ,03  THREE FAMILY DWELLINGS                  ,1,5451,41, ,C0,189 THROGS NECK BOULEVAR                 ,            ,10465,3,0,3,3053,3700,1988,1,C0, $-   ,8/14/15
2,THROGS NECK              ,03  THREE FAMILY DWELLINGS                  ,1,5451,42, ,C0,187 THROGS NECK BOULEVAR                 ,            ,10465,3,0,3,2253,3700,1988,1,C0, $-   ,8/14/15
2,THROGS NECK              ,03  THREE FAMILY DWELLINGS                  ,1,5497,18, ,C0,247 KEARNEY AVENUE                       ,            ,10465,3,0,3,3656,2914,1960,1,C0," $215,000 ",11/18/15
2,THROGS NECK              ,03  THREE FAMILY DWELLINGS                  ,1,5500,31, ,C0,184 THROGS NECK BLVD                     ,            ,10465,3,0,3,3880,4002,1950,1,C0," $619,000 ",12/11/15
2,THROGS NECK              ,03  THREE FAMILY DWELLINGS                  ,1,5518,1121, ,C0,215 REYNOLDS AVENUE                      ,            ,10465,3,0,3,3400,2754,2005,1,C0," $640,000 ",12/30/15
2,THROGS NECK              ,03  THREE FAMILY DWELLINGS                  ,1,5559,190, ,C0,2472 WENNER PLACE                        ,            ,10465,3,0,3,2900,3276,2004,1,C0," $569,000 ",6/12/15
2,THROGS NECK              ,03  THREE FAMILY DWELLINGS                  ,1,5577,14, ,C0,453 REVERE AVENUE                        ,            ,10465,3,0,3,3579,2320,1910,1,C0," $465,000 ",8/13/15
2,THROGS NECK              ,03  THREE FAMILY DWELLINGS                  ,1,5590,27, ,C0,2851 LAWTON AVE                          ,            ,10465,3,0,3,2508,2400,1930,1,C0, $-   ,12/14/15
2,THROGS NECK              ,03  THREE FAMILY DWELLINGS                  ,1,5590,27, ,C0,2851 LAWTON AVE                          ,            ,10465,3,0,3,2508,2400,1930,1,C0," $527,000 ",7/16/15
2,THROGS NECK              ,04  TAX CLASS 1 CONDOS                      ,1A,5488,1026, ,R3,540 ELLSWORTH AVENUE                     ,B2          ,10465,1,0,1,0,0,0,1,R3," $370,000 ",2/8/16
2,THROGS NECK              ,04  TAX CLASS 1 CONDOS                      ,1A,5598,1038, ,R3,281 BUTTRICK AVENUE                      ,B3          ,10465,1,0,1,0,0,1996,1,R3," $301,600 ",8/7/15
2,THROGS NECK              ,04  TAX CLASS 1 CONDOS                      ,1A,5598,1046, ,R3,2664 MILES AVENUE                        ,OO2         ,10465,1,0,1,0,0,1996,1,R3," $200,000 ",1/12/16
